1565852400000,9,4,4
1565766000000,1,9,9
1565766000000,9,3,6
1565679600000,2,1,0
1565679600000,2,2,7
1565593200000,3,1,3
1565593200000,8,4,3
1565506800000,7,2,1
1565506800000,8,5,0
1565420400000,9,9,5
1565420400000,8,3,7
1565334000000,2,2,5
1565334000000,1,3,5
1565247600000,4,4,8
1565247600000,8,7,0
1565161200000,7,0,3
1565161200000,8,2,7
1565074800000,4,0,1
1565074800000,0,6,0
1564988400000,6,9,4
1564988400000,0,1,5
1564902000000,4,1,9
1564902000000,6,3,9
1564815600000,2,5,5
1564815600000,2,4,5
1564729200000,3,6,1
1564729200000,4,8,4
1564642800000,0,5,9
1564642800000,6,5,5
1564556400000,1,9,2
1564556400000,0,9,1
1564470000000,3,8,9
1564470000000,8,6,5
1564383600000,8,4,6
1564383600000,9,7,4
1564297200000,6,6,9
1564297200000,4,7,8
1564210800000,7,4,9
1564210800000,3,7,4
1564124400000,7,8,1
1564124400000,4,6,1
1564038000000,5,1,9
1564038000000,1,1,7
1563951600000,6,3,1
1563951600000,0,6,6
1563865200000,8,7,6
1563865200000,2,9,9
1563778800000,0,1,5
1563778800000,3,6,3
1563692400000,4,8,5
1563692400000,1,8,7
1563606000000,4,7,8
1563606000000,0,7,5
1563519600000,3,8,2
1563519600000,9,9,5
1563433200000,0,0,6
1563433200000,9,0,3
1563346800000,9,0,6
1563346800000,7,8,8
1563260400000,5,4,8
1563260400000,0,8,3
1563174000000,9,3,8
1563174000000,8,8,6
1563087600000,6,4,8
1563087600000,4,7,6
1563001200000,6,0,3
1563001200000,8,5,7
1562914800000,7,3,2
1562914800000,4,4,2
1562828400000,2,7,6
1562828400000,6,9,4
1562742000000,2,7,6
1562742000000,5,5,2
1562655600000,1,6,8
1562655600000,5,8,6
1562569200000,1,0,0
1562569200000,0,5,3
1562482800000,0,0,8
1562482800000,0,2,7
1562396400000,1,7,6
1562396400000,8,5,7
1562310000000,2,5,9
1562310000000,9,0,2
1562223600000,5,7,5
1562223600000,9,7,3
1562137200000,9,9,4
1562137200000,6,5,1
1562050800000,3,0,3
1562050800000,8,4,8
1561964400000,8,4,2
1561964400000,8,5,7
1561878000000,3,2,8
1561878000000,2,3,2
1561791600000,6,0,7
1561791600000,5,3,4
1561705200000,8,4,9
1561705200000,3,9,2
1561618800000,0,1,1
1561618800000,3,6,3
1561532400000,9,9,5
1561532400000,1,5,9
1561446000000,7,0,3
1561446000000,2,2,0
1561359600000,1,4,5
1561359600000,0,2,1
1561273200000,5,9,1
1561273200000,6,7,6
1561186800000,7,3,8
1561186800000,1,3,6
1561100400000,2,2,0
1561100400000,0,3,5
1561014000000,2,9,3
1561014000000,6,8,8
1560927600000,7,9,4
1560927600000,7,9,2
1560841200000,1,9,9
1560841200000,3,1,3
1560754800000,7,9,9
1560754800000,7,6,9
1560668400000,2,7,7
1560668400000,6,3,4
1560582000000,1,1,1
1560582000000,3,2,1
1560495600000,8,4,7
1560495600000,3,4,1
1560409200000,0,1,0
1560409200000,3,6,9
1560322800000,1,2,2
1560322800000,4,3,6
1560236400000,0,5,5
1560236400000,5,5,3
1560150000000,3,2,1
1560150000000,1,9,0
1560063600000,4,4,8
1560063600000,0,6,1
1559977200000,1,2,3
1559977200000,9,6,8
1559890800000,0,3,0
1559890800000,2,8,8
1559804400000,5,0,1
1559804400000,9,7,9
1559718000000,5,4,0
1559718000000,4,9,9
1559631600000,7,1,0
1559631600000,6,0,8
1559545200000,9,8,7
1559545200000,1,0,2
1559458800000,7,6,2
1559458800000,7,0,4
1559372400000,4,5,7
1559372400000,9,3,1
1559286000000,4,7,9
1559286000000,6,2,0
1559199600000,0,9,6
1559199600000,8,5,4
1559113200000,8,0,1
1559113200000,6,7,3
1559026800000,4,4,0
1559026800000,0,9,1
1558940400000,4,7,0
1558940400000,3,2,4
1558854000000,5,4,7
1558854000000,1,3,4
1558767600000,4,3,7
1558767600000,8,7,3
1558681200000,6,7,2
1558681200000,5,8,8
1558594800000,1,8,5
1558594800000,2,2,9
1558508400000,4,4,9
1558508400000,4,8,3
1558422000000,7,6,2
1558422000000,4,7,5
1558335600000,4,4,8
1558335600000,0,9,8
1558249200000,0,5,7
1558249200000,1,0,5
1558162800000,6,5,3
1558162800000,5,1,9
1558076400000,7,1,1
1558076400000,3,2,3
1557990000000,7,7,4
1557990000000,5,1,0
1557903600000,0,9,6
1557903600000,9,9,9
1557817200000,3,7,8
1557817200000,1,2,4
1557730800000,7,2,3
1557730800000,1,0,5
1557644400000,0,8,4
1557644400000,2,1,3
1557558000000,2,8,1
1557558000000,2,2,4
1557471600000,0,3,2
1557471600000,3,6,5
1557385200000,6,1,2
1557385200000,7,6,1
1557298800000,7,5,8
1557298800000,4,2,7
1557212400000,9,3,2
1557212400000,3,4,9
1557126000000,8,6,7
1557126000000,1,5,7
1557039600000,9,5,7
1557039600000,5,5,1
1556953200000,4,3,5
1556953200000,6,9,4
1556866800000,5,9,5
1556866800000,8,4,0
1556780400000,8,5,6
1556780400000,6,9,7
1556694000000,1,1,4
1556694000000,2,0,4
1556607600000,2,1,5
1556607600000,1,6,6
1556521200000,1,2,7
1556521200000,3,9,1
1556434800000,5,5,2
1556434800000,5,9,1
1556348400000,8,6,5
1556348400000,8,5,5
1556262000000,3,5,0
1556262000000,9,5,9
1556175600000,9,6,8
1556175600000,5,8,8
1556089200000,5,9,9
1556089200000,3,3,9
1556002800000,7,3,3
1556002800000,8,5,3
1555916400000,6,8,2
1555916400000,1,3,9
1555830000000,0,5,4
1555830000000,2,9,6
1555743600000,0,2,0
1555743600000,4,8,6
1555657200000,4,5,2
1555657200000,6,9,7
1555570800000,1,8,4
1555570800000,8,6,6
1555484400000,0,3,1
1555484400000,8,3,5
1555398000000,6,5,5
1555398000000,6,7,2
1555311600000,9,6,1
1555311600000,7,7,3
1555225200000,3,1,8
1555225200000,9,5,4
1555138800000,1,2,4
1555138800000,1,3,6
1555052400000,5,1,0
1555052400000,4,2,2
1554966000000,3,6,2
1554966000000,4,3,2
1554879600000,2,3,2
1554879600000,9,9,5
1554793200000,2,3,0
1554793200000,8,1,3
1554706800000,4,4,5
1554706800000,4,4,5
1554620400000,3,3,3
1554620400000,9,3,2
1554534000000,6,1,1
1554534000000,5,4,7
1554447600000,1,9,1
1554447600000,8,2,1
1554361200000,2,9,9
1554361200000,8,0,7
1554274800000,5,4,4
1554274800000,2,4,3
1554188400000,4,2,9
1554188400000,1,8,1
1554102000000,6,6,0
1554102000000,8,5,2
1554015600000,3,3,4
1554015600000,2,0,6
1553929200000,3,3,7
1553929200000,8,9,9
1553842800000,0,8,7
1553842800000,6,9,7
1553756400000,6,9,3
1553756400000,5,5,5
1553670000000,3,7,1
1553670000000,6,5,0
1553583600000,7,3,1
1553583600000,8,1,4
1553497200000,8,0,4
1553497200000,2,7,0
1553410800000,2,4,9
1553410800000,0,5,1
1553324400000,9,6,7
1553324400000,2,3,2
1553238000000,2,4,4
1553238000000,5,6,3
1553151600000,4,6,8
1553151600000,6,1,1
1553065200000,3,2,1
